bug_id,summary,description,category,priority,is_duplicate,duplicate_bug_id
732,Timeout error while processing batch job.,Detailed bug description timeout error while processing batch job. root cause analysis pending. needs developer review. partial outage,Backend,Medium,True,203.0
244,Tooltip not on hover for icons.,Detailed bug description for tooltip not appearing on hover for root cause pending. needs developer review. critical failure,UI,High,True,235.0
1996,Jwt not expiring after inactivity period.,Detailed bug for jwt tokens not expiring after inactivity period. root cause analysis pending. needs developer review. critical failure,Security,High,True,753.0
1265,Inefficient algorithm causing long response time.,Detailed bug description for algorithm causing long response time. root cause pending. needs developer review. cosmetic issue,Performance,Low,True,639.0
911,Backup restore failed due to missing wal,Detailed bug description for backup restore failed due to missing wal logs. root cause analysis pending. review. related issue with response critical failure,Database,High,True,1483.0
1871,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy allows insecure credentials. root cause analysis pending. needs developer temporary failure,Security,Medium,True,1965.0
1335,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. cause analysis pending. developer review. enhancement request,Database,High,True,16.0
1968,Sensitive data exposed in api payload.,Detailed bug description for sensitive data exposed in api response payload. root cause analysis pending. needs developer review. enhancement,Security,Low,True,113.0
1040,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing query performance. root cause analysis pending. needs developer review. enhancement request,Database,Low,True,244.0
841,Primary key when inserting record.,Detailed bug description for key when inserting duplicate record. root cause analysis pending. needs developer review. urgent fix,Performance,High,True,1252.0
915,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query performance. root cause analysis pending. needs developer non-blocking bug,Database,Low,True,1457.0
536,Data inconsistency found order response.,Detailed bug description for data inconsistency found in order service response. root cause analysis pending. developer review. intermittent error,Backend,Medium,True,1174.0
